shipment_id,order_id,carrier,tracking_number,ship_date,delivery_date,weight_kg,shipping_cost,status
340,569,FedEx,VH14474328,2026-02-28,2026-03-02,12.7,18.38,Delivered
341,571,DPD,VO16599302,2025-09-10,2025-09-14,3.01,15.82,Returned
342,573,UPS,II02030423,2025-06-03,2025-06-07,12.13,28.21,Delivered
343,575,DPD,CX77521353,2026-02-08,2026-02-13,2.5,37.47,Delivered
344,576,DPD,ZM28165064,2025-11-26,2025-12-01,5.72,40.16,Returned
345,577,DHL,WZ00593777,2025-11-08,2025-11-14,6.03,12.6,Returned
346,578,DHL,PK91983210,2025-12-15,2025-12-16,13.07,38.83,Delivered
347,580,USPS,CK91617469,2025-06-27,2025-06-30,15.54,49.67,Delivered
348,582,USPS,RE98310438,2025-07-17,2025-07-23,11.15,30.91,Returned
349,583,UPS,HA96622913,2026-02-07,2026-02-08,9.17,12.3,Returned
350,584,UPS,AZ70805685,2025-09-11,2025-09-15,3.34,9.04,Returned
351,585,DHL,GZ70636219,2025-12-24,2025-12-25,17.37,28.97,Delivered
352,586,UPS,TP65504944,2025-05-21,2025-05-23,16.65,20.63,Returned
353,587,USPS,TO07663493,2025-07-06,2025-07-12,12.96,21.59,Delivered
354,588,DHL,DM96504962,2025-07-29,2025-08-03,12.91,18.23,Delivered
355,589,DPD,JQ22626114,2025-12-04,2025-12-05,1.21,36.71,Delivered
356,590,DHL,GR36258542,2025-04-08,2025-04-12,18.55,9.58,Delivered
357,591,FedEx,VN88087991,2025-10-20,2025-10-25,18.81,14.05,Returned
358,592,UPS,QO62341996,2025-08-15,2025-08-18,1.72,19.15,Delivered
359,594,USPS,XQ38532472,2026-01-21,2026-01-25,10.95,27.66,Delivered
360,595,FedEx,CZ05833343,2025-05-10,2025-05-16,11.01,7.21,Delivered
361,596,FedEx,XU31158760,2025-03-01,2025-03-05,2.39,45.84,Delivered
362,597,FedEx,YD45769475,2025-12-17,2025-12-19,1.22,35.13,Delivered
363,598,FedEx,XK69453536,2025-08-31,2025-09-01,9.63,4.98,Delivered
364,600,FedEx,BN74669861,2025-04-22,2025-04-24,10.06,18.18,Delivered
365,601,DPD,IS42125450,2025-03-29,2025-03-30,15.33,26.13,Delivered
366,602,DHL,LW09594815,2026-02-13,2026-02-18,0.9,30.71,Delivered
367,604,DPD,TC69255966,2025-07-27,2025-07-29,9.88,19.42,Returned
368,605,UPS,XX21307423,2025-12-27,2026-01-01,10.23,41.96,Delivered
369,607,FedEx,QQ91426140,2025-04-07,2025-04-09,10.77,46.01,Returned
370,610,UPS,XU89332614,2025-03-15,2025-03-18,11.17,27.01,Delivered
371,611,FedEx,OG43079637,2025-04-14,2025-04-21,15.11,15.05,Delivered
372,613,UPS,JH00817852,2025-12-10,2025-12-13,7.91,33.57,Returned
373,614,USPS,KN15871845,2025-03-29,2025-03-30,12.11,33.62,Delivered
374,615,USPS,RP54268744,2025-06-04,2025-06-11,4.17,8.3,Delivered
375,616,DHL,AY70173208,2026-02-14,2026-02-21,14.88,44.09,Delivered
376,618,DPD,BZ52377729,2025-07-09,2025-07-16,14.74,17.03,Delivered
377,619,UPS,DP56337014,2025-07-26,2025-07-31,7.28,5.56,Delivered
378,622,UPS,UP05278105,2025-07-20,2025-07-25,4.41,4.12,Delivered
379,624,FedEx,ET80002722,2025-08-03,2025-08-05,17.22,12.7,Delivered
380,626,UPS,TO25731609,2025-08-25,2025-08-31,9.21,21.37,Delivered
381,628,USPS,CM91368172,2025-03-16,2025-03-20,11.26,16.41,Delivered
382,631,DPD,XZ13695528,2025-06-25,2025-06-26,2.23,3.01,Delivered
383,632,DHL,IU20929735,2025-03-11,2025-03-16,17.16,47.5,Returned
384,633,USPS,OS59533222,2025-11-11,2025-11-14,7.69,29.7,Returned
385,634,DHL,AS73938992,2026-01-10,2026-01-11,7.42,33.35,Returned
386,636,UPS,BF57353236,2025-09-16,2025-09-22,1.61,22.62,Returned
387,640,DHL,DC85076108,2025-07-06,2025-07-09,17.98,17.2,Delivered
388,641,FedEx,MY82697182,2026-02-20,2026-02-24,2.49,32.93,Delivered
389,644,FedEx,WP01071261,2025-03-14,2025-03-18,0.39,7.05,Delivered
390,647,DPD,TW83882176,2025-08-21,2025-08-25,13.93,15.84,Returned
391,648,DPD,WQ48467357,2025-09-15,2025-09-21,9.65,37.38,Delivered
392,649,DHL,BO22332228,2025-03-31,2025-04-02,8.01,20.74,Delivered
393,651,USPS,JT19442589,2025-11-16,2025-11-20,16.63,22.38,Delivered
394,653,DHL,VN22560629,2025-08-13,2025-08-18,13.17,48.09,Delivered
395,654,UPS,ID50637311,2025-12-01,2025-12-07,14.41,12.53,Delivered
396,656,UPS,QU46741307,2026-02-25,2026-02-26,19.27,11.84,Delivered
397,658,DHL,QE38418520,2025-06-24,2025-07-01,19.92,5.07,Returned
398,659,USPS,OK36260846,2025-12-13,2025-12-20,11.22,36.04,Delivered
399,665,DHL,XU75615470,2026-01-10,2026-01-16,5.8,7.16,Delivered
400,666,USPS,UR49121516,2025-12-12,2025-12-16,10.94,20.54,Delivered
401,673,DPD,KQ11955640,2026-02-03,2026-02-09,10.86,18.07,Returned
402,677,FedEx,JF19693957,2025-11-12,2025-11-16,11.65,20.49,Delivered
403,682,UPS,KB52070204,2025-06-16,2025-06-23,3.04,34.61,Returned
404,683,DPD,JT20197121,2025-07-02,2025-07-08,8.22,48.19,Delivered
405,684,UPS,IK13936967,2025-04-09,2025-04-14,17.71,18.64,Returned
406,685,USPS,KB76098731,2025-04-27,2025-05-03,9.07,28.34,Delivered
407,686,UPS,PY77319227,2026-01-01,2026-01-02,10.18,43.41,Delivered
408,687,UPS,PI07598897,2025-05-12,2025-05-17,10.85,42.1,Returned
409,688,DPD,MF65339431,2025-08-25,2025-09-01,2.88,41.36,Returned
410,689,USPS,LO65430895,2025-03-03,2025-03-10,1.73,22.69,Delivered
411,690,DPD,BX12021915,2025-12-08,2025-12-13,0.94,7.88,Delivered
412,691,DPD,EA57644974,2025-12-20,2025-12-23,13.33,10.74,Returned
413,693,UPS,TI00268764,2025-12-08,2025-12-14,9.83,18.3,Returned
414,697,USPS,TF67649797,2025-11-06,2025-11-11,10.51,41.51,Delivered
415,700,UPS,CB63656045,2025-08-10,2025-08-15,15.02,35.33,Delivered
416,702,USPS,LV63553730,2026-01-27,2026-01-29,3.2,35.62,Delivered
417,703,DHL,FH64969277,2025-04-07,2025-04-13,17.87,48.56,Delivered
418,704,FedEx,DS95296353,2025-04-19,2025-04-23,18.33,35.66,Delivered
419,705,USPS,KH59702551,2025-11-27,2025-11-29,6.13,12.83,Delivered
420,707,FedEx,UN27636431,2025-09-21,2025-09-28,0.57,4.46,Returned
421,708,FedEx,WS48989596,2025-08-07,2025-08-09,16.57,34.98,Returned
422,709,USPS,TT66345443,2025-07-12,2025-07-15,19.03,22.83,Delivered
423,711,USPS,LP41491699,2025-03-09,2025-03-15,0.31,31.09,Delivered
424,712,UPS,KR93449743,2025-09-10,2025-09-14,4.25,23.14,Returned
425,715,DPD,DL64088223,2025-04-11,2025-04-15,11.91,34.92,Delivered
426,716,UPS,QI58629739,2025-08-20,2025-08-24,7.09,15.02,Delivered
427,718,USPS,WK89413210,2025-09-22,2025-09-29,15.08,39.18,Returned
428,720,DPD,UT72021707,2025-03-26,2025-04-01,12.44,19.5,Delivered
429,721,USPS,ZL85346557,2025-06-07,2025-06-08,0.87,25.91,Delivered
430,722,UPS,KB22030044,2026-02-10,2026-02-14,10.92,6.9,Delivered
431,726,USPS,BJ46129390,2026-01-25,2026-01-29,15.01,14.34,Delivered
432,729,UPS,WH51213756,2025-05-01,2025-05-02,6.27,39.53,Delivered
433,730,DPD,JB96359570,2025-09-27,2025-09-29,8.27,3.48,Delivered
434,731,DHL,TM19931458,2025-10-30,2025-11-04,18.72,23.89,Delivered
435,732,USPS,IJ45663113,2025-08-14,2025-08-16,5.57,29.56,Returned
436,733,DHL,QV50342362,2026-03-03,2026-03-09,5.14,8.53,Delivered
437,735,FedEx,QA20334742,2025-06-08,2025-06-12,18.06,16.79,Delivered
438,737,UPS,GV31043796,2025-12-15,2025-12-16,12.06,23.06,Delivered
439,739,DHL,RY68008529,2025-07-30,2025-08-06,4.06,25.85,Delivered
440,741,FedEx,DQ90217741,2025-05-24,2025-05-28,15.47,5.06,Delivered
441,745,UPS,IY30435023,2025-03-05,2025-03-07,17.32,30.43,Returned
442,746,USPS,ZV50228946,2025-03-24,2025-03-26,16.19,47.56,Returned
443,747,FedEx,JN27523328,2025-12-13,2025-12-14,2.87,37.8,Delivered
444,749,DHL,GN30202569,2025-11-02,2025-11-07,8.82,20.23,Returned
445,750,DPD,DC30303346,2025-10-03,2025-10-04,17.96,20.31,Returned
446,752,USPS,JX11675076,2026-01-20,2026-01-21,9.53,16.11,Returned
447,753,USPS,RP79955302,2025-04-23,2025-04-29,1.43,7.1,Delivered
448,756,USPS,XQ53012398,2025-12-20,2025-12-24,10.19,14.43,Delivered
449,758,DHL,II72303420,2025-08-21,2025-08-22,3.32,29.81,Delivered
450,760,DPD,KQ47190172,2025-04-06,2025-04-10,7.53,15.36,Delivered
451,761,FedEx,QI24050764,2025-07-19,2025-07-26,11.68,8.44,Returned
452,762,FedEx,NY71775461,2025-10-17,2025-10-19,3.03,9.26,Returned
453,764,UPS,IC92406583,2025-12-22,2025-12-23,1.29,40.04,Returned
454,766,UPS,UM27258122,2025-04-15,2025-04-20,11.75,3.42,Returned
455,767,FedEx,GU09566844,2025-09-03,2025-09-06,17.23,40.66,Delivered
456,770,USPS,YL23733791,2025-09-04,2025-09-10,9.62,13.06,Delivered
457,773,DPD,GC12110187,2025-05-30,2025-06-03,12.7,28.45,Delivered
458,775,FedEx,DF35869017,2026-01-01,2026-01-03,17.17,9.83,Delivered
459,776,DPD,NN40392519,2025-07-10,2025-07-14,19.8,6.41,Delivered
460,777,USPS,LL45295171,2025-05-22,2025-05-24,16.81,20.0,Returned
461,781,UPS,LK27643387,2026-01-13,2026-01-20,8.19,38.36,Returned
462,782,UPS,YR05422162,2025-12-10,2025-12-17,15.63,4.3,Returned
463,783,USPS,MM54963308,2025-03-12,2025-03-16,12.17,43.75,Delivered
464,784,DPD,FG44470488,2025-11-01,2025-11-05,18.99,26.95,Returned
465,787,FedEx,AX99504702,2025-10-10,2025-10-16,4.9,27.5,Delivered
466,788,DHL,YR96851953,2026-01-14,2026-01-21,8.71,4.45,Returned
467,790,DHL,KM77492663,2025-04-15,2025-04-20,14.12,39.52,Delivered
468,791,UPS,UY56342777,2025-10-11,2025-10-14,7.93,24.83,Returned
469,792,DPD,ZW22592061,2025-12-16,2025-12-19,12.15,46.21,Delivered
470,794,USPS,UK81292059,2025-10-25,2025-10-30,7.78,43.94,Delivered
471,795,DPD,CJ29411563,2025-12-05,2025-12-11,18.48,31.44,Delivered
472,796,USPS,DQ95596363,2025-04-30,2025-05-02,6.81,35.5,Returned
473,799,DPD,YE26294206,2025-12-09,2025-12-14,12.37,5.96,Delivered
474,800,UPS,MN54980851,2025-08-07,2025-08-10,11.93,13.71,Delivered
475,801,DPD,OT13800498,2025-03-13,2025-03-15,3.91,48.7,Returned
476,803,UPS,XV21122121,2025-04-01,2025-04-08,10.4,22.34,Delivered
477,805,USPS,AI48158268,2025-04-24,2025-04-29,13.43,11.85,Delivered
478,806,FedEx,UQ76401918,2025-10-24,2025-10-31,16.06,35.35,Delivered
479,807,UPS,CY88064420,2025-07-14,2025-07-20,14.28,28.99,Delivered
480,809,USPS,PU62987787,2025-08-18,2025-08-25,11.68,11.15,Delivered
481,810,FedEx,MB85664641,2025-12-22,2025-12-28,4.19,40.13,Returned
482,811,USPS,ZJ23421926,2026-01-31,2026-02-02,7.56,21.41,Delivered
483,814,USPS,SK21320410,2025-06-29,2025-07-04,10.79,9.88,Delivered
484,815,UPS,KX94831478,2025-06-24,2025-06-25,2.58,20.7,Delivered
485,816,DHL,NM11797269,2026-02-14,2026-02-18,1.42,41.16,Returned
486,817,USPS,HV94981283,2025-09-05,2025-09-09,18.7,28.88,Delivered
487,819,DPD,VS80036660,2026-01-14,2026-01-19,8.47,15.49,Delivered
488,820,USPS,VM20005328,2025-11-09,2025-11-15,11.95,25.39,Returned
489,824,DHL,ZL86310505,2025-10-30,2025-11-02,2.88,8.78,Delivered
490,828,DHL,SK43838058,2025-08-26,2025-08-27,5.62,28.78,Delivered
491,829,DHL,ZI69299007,2025-07-05,2025-07-07,18.52,35.28,Returned
492,831,DPD,NG62763328,2025-10-18,2025-10-19,1.29,8.24,Returned
493,832,UPS,VO96337618,2025-06-04,2025-06-10,5.76,14.31,Delivered
494,833,DPD,BJ18626713,2025-06-07,2025-06-12,11.46,15.54,Returned
495,834,FedEx,MO41013282,2025-06-11,2025-06-14,3.12,29.02,Delivered
496,836,FedEx,DV92188352,2025-09-05,2025-09-12,3.52,48.42,Delivered
497,837,DPD,FY91875067,2025-06-25,2025-06-27,12.36,47.86,Delivered
498,841,DPD,HG10659208,2025-07-05,2025-07-10,19.58,15.68,Delivered
499,842,DHL,AH43192797,2025-06-23,2025-06-24,5.0,22.1,Delivered
500,843,DPD,PP78159698,2025-12-28,2026-01-01,3.4,11.16,Delivered
501,845,DHL,YX84572026,2025-07-29,2025-08-01,0.16,34.54,Returned
502,846,DPD,IU68629591,2025-06-07,2025-06-12,17.01,23.97,Delivered
503,847,DHL,VU73498992,2025-08-03,2025-08-04,8.23,23.87,Returned
504,851,USPS,LM39460742,2025-04-20,2025-04-26,17.03,38.28,Returned
505,852,UPS,LT07472966,2025-12-06,2025-12-11,4.18,34.65,Returned
506,853,DPD,AJ17996708,2025-06-18,2025-06-25,6.91,3.97,Returned
507,854,USPS,KS97474859,2025-11-10,2025-11-15,16.78,31.51,Delivered
508,855,DHL,HA64183984,2025-07-12,2025-07-14,12.06,35.85,Delivered
509,856,USPS,UL73478536,2025-09-17,2025-09-19,4.22,17.77,Delivered
510,857,FedEx,QS88164980,2025-06-28,2025-07-01,14.33,45.23,Returned
511,860,USPS,KH50928605,2025-05-05,2025-05-10,19.22,35.27,Delivered
512,864,DHL,SJ02627066,2025-05-18,2025-05-20,9.1,40.6,Delivered
513,867,UPS,WH90082484,2025-05-09,2025-05-14,7.25,3.96,Delivered
514,868,USPS,QZ13088983,2025-10-25,2025-10-31,18.19,7.2,Delivered
515,869,FedEx,MV05748839,2025-08-30,2025-09-02,5.46,45.85,Returned
516,870,FedEx,JC74185630,2025-05-30,2025-06-03,3.45,43.12,Delivered
517,871,DPD,WR50003056,2025-08-28,2025-09-02,16.22,42.76,Delivered
518,873,DHL,YS61995305,2025-09-26,2025-09-29,15.24,7.23,Delivered
519,875,DPD,BC18493784,2025-04-23,2025-04-24,13.94,5.35,Returned
520,876,UPS,KA90870187,2025-10-07,2025-10-12,9.12,16.78,Delivered
521,877,FedEx,OR00136510,2025-06-03,2025-06-06,4.66,17.65,Returned
522,878,FedEx,ER44429906,2026-02-20,2026-02-21,17.45,32.18,Delivered
523,879,FedEx,YJ56865240,2025-12-26,2026-01-01,5.84,25.1,Delivered
524,880,FedEx,IU21559967,2026-02-26,2026-02-28,0.44,48.18,Delivered
525,881,DHL,PN62221905,2025-03-05,2025-03-11,1.44,7.77,Delivered
526,882,DHL,TI47047476,2025-05-09,2025-05-14,15.6,29.01,Delivered
527,883,FedEx,KG45593965,2026-02-06,2026-02-12,3.14,46.81,Delivered
528,884,DHL,SV38350712,2026-02-03,2026-02-10,6.58,11.07,Delivered
529,886,DHL,ZI53129003,2026-02-27,2026-03-04,10.07,45.06,Returned
530,887,FedEx,KB21173277,2025-10-02,2025-10-04,1.06,10.33,Delivered
531,888,DPD,TR48839585,2025-06-10,2025-06-12,16.7,29.97,Delivered
532,889,FedEx,RW58522942,2025-09-25,2025-09-29,9.15,36.38,Delivered
533,891,DPD,XN25161857,2025-03-19,2025-03-21,15.11,6.15,Delivered
534,892,DHL,XT17105080,2025-08-06,2025-08-08,5.82,27.86,Delivered
535,894,USPS,OW91477447,2025-10-06,2025-10-12,11.05,37.13,Delivered
536,895,DPD,HY53524784,2025-08-25,2025-08-29,7.14,31.46,Delivered
537,896,UPS,QS71594973,2025-07-22,2025-07-29,10.52,22.16,Delivered
538,897,USPS,BO93053788,2025-04-16,2025-04-23,2.61,4.71,Delivered
539,898,UPS,PP31836113,2025-05-05,2025-05-10,16.85,8.43,Delivered
540,900,USPS,IL89260878,2025-12-21,2025-12-25,6.06,4.12,Delivered
541,901,DHL,AS81527873,2025-03-22,2025-03-24,4.39,39.43,Delivered
542,902,DPD,CS86251521,2026-01-05,2026-01-09,15.83,38.21,Delivered
543,905,FedEx,DG46535378,2025-06-08,2025-06-12,2.93,45.32,Returned
544,907,USPS,RY89156734,2026-02-04,2026-02-07,8.04,36.51,Returned
545,908,USPS,LE71776296,2025-11-08,2025-11-10,2.7,48.1,Delivered
546,909,DHL,QY43362999,2025-05-14,2025-05-16,5.98,5.5,Delivered
547,910,USPS,YB64509999,2026-01-23,2026-01-27,1.65,16.82,Delivered
548,911,USPS,OK01089857,2025-09-27,2025-10-02,0.91,49.12,Returned
549,912,UPS,MA08352118,2025-03-06,2025-03-07,6.7,17.59,Delivered
550,913,DHL,XH84424648,2025-07-05,2025-07-07,19.84,9.86,Delivered
551,914,DHL,JX49979572,2025-10-18,2025-10-21,0.59,13.28,Delivered
552,917,DHL,LD75958281,2025-05-27,2025-05-30,9.02,18.7,Delivered
553,920,UPS,QQ22179789,2025-06-09,2025-06-13,12.47,16.39,Delivered
554,921,DPD,FD12488397,2025-09-18,2025-09-25,11.75,44.53,Delivered
555,928,DPD,YR05984451,2025-12-29,2026-01-02,0.82,39.63,Delivered
556,930,DHL,FL36728681,2025-10-15,2025-10-20,19.97,10.21,Delivered
557,932,USPS,HX30388568,2025-04-05,2025-04-08,14.66,32.85,Returned
558,934,FedEx,VK19397814,2026-02-22,2026-02-24,1.95,21.04,Delivered
559,935,DHL,KD00992177,2025-06-09,2025-06-11,0.98,3.57,Delivered
560,936,USPS,OY55286693,2025-08-25,2025-08-27,11.43,22.63,Delivered
561,939,DPD,XQ51588070,2025-05-20,2025-05-24,11.41,49.55,Returned
562,940,DHL,PY53260119,2025-08-16,2025-08-17,3.35,4.76,Delivered
563,942,DHL,TI91038297,2025-05-05,2025-05-12,4.46,46.01,Delivered
564,943,USPS,SH55136090,2025-05-20,2025-05-26,2.37,34.46,Delivered
565,944,UPS,DI58181045,2025-04-10,2025-04-15,17.03,47.92,Delivered
566,945,DPD,FN43736158,2025-05-28,2025-06-02,11.0,45.36,Delivered
567,947,UPS,UM66271358,2025-09-30,2025-10-06,10.58,34.38,Returned
568,952,UPS,TA69335390,2025-04-03,2025-04-08,16.14,39.58,Returned
569,953,DHL,QP58561547,2025-11-16,2025-11-18,8.73,15.79,Delivered
570,954,USPS,LW15663979,2025-08-12,2025-08-15,19.46,49.59,Returned
571,956,UPS,CQ51164369,2025-07-18,2025-07-23,16.05,15.11,Returned
572,958,FedEx,KI28377270,2025-07-18,2025-07-23,16.91,13.29,Delivered
573,959,FedEx,LH96660534,2025-09-15,2025-09-19,18.53,35.78,Delivered
574,962,USPS,GN16441610,2025-08-30,2025-09-02,14.88,22.71,Delivered
575,964,DHL,CX75358464,2025-09-09,2025-09-12,4.93,32.28,Delivered
576,966,UPS,NA10388027,2025-08-29,2025-09-05,18.53,5.67,Returned
577,968,USPS,GQ42763628,2026-01-03,2026-01-10,3.17,25.24,Delivered
578,969,UPS,UY44718939,2025-10-07,2025-10-10,2.45,14.08,Returned
579,970,DPD,ZQ30969067,2025-07-17,2025-07-21,4.36,23.21,Delivered
580,972,FedEx,NG90922884,2025-10-06,2025-10-09,12.25,10.75,Delivered
581,973,UPS,VD74551358,2025-11-11,2025-11-16,11.91,43.1,Delivered
582,974,DHL,ZJ27174306,2025-07-16,2025-07-17,15.94,3.4,Delivered
583,975,USPS,NL81164034,2025-12-17,2025-12-21,17.94,46.92,Delivered
584,976,DHL,CP88187387,2025-05-15,2025-05-16,9.48,4.54,Delivered
585,978,UPS,CA58333647,2025-07-28,2025-08-04,13.61,46.15,Returned
586,979,DPD,WM41309091,2025-06-01,2025-06-07,1.84,10.77,Delivered
587,980,DHL,WQ86028262,2025-06-16,2025-06-19,0.87,30.39,Returned
588,981,DHL,CU20412319,2025-05-23,2025-05-28,16.45,12.04,Delivered
589,982,USPS,BD57720441,2025-10-06,2025-10-10,2.24,30.89,Delivered
590,984,DPD,XX79419324,2025-03-12,2025-03-19,1.53,31.8,Delivered
591,991,USPS,GO38109794,2025-07-05,2025-07-06,12.16,15.22,Returned
592,992,USPS,EJ22487098,2025-07-21,2025-07-22,12.17,35.38,Delivered
593,993,UPS,FF64963225,2025-08-26,2025-08-30,13.33,35.66,Returned
594,996,DPD,AG42240432,2025-04-04,2025-04-07,6.2,33.71,Delivered
595,998,FedEx,HB18900346,2025-05-25,2025-05-29,15.91,42.81,Delivered
596,999,FedEx,ZC16307028,2025-07-14,2025-07-16,9.28,36.05,Returned
597,1000,DHL,ZZ20200953,2026-02-27,2026-02-28,11.79,8.53,Delivered
598,1004,FedEx,LB62195368,2025-10-22,2025-10-26,3.07,6.45,Returned
599,1007,UPS,GF05779500,2026-01-05,2026-01-11,11.63,36.78,Delivered
600,1010,DHL,ND32590073,2025-12-06,2025-12-10,18.6,34.41,Delivered
601,1011,DPD,NI13072211,2025-04-05,2025-04-11,6.12,36.33,Returned
602,1012,DHL,JL69087167,2026-02-01,2026-02-07,7.35,21.37,Returned
603,1013,DHL,HK10454617,2025-04-04,2025-04-05,0.72,43.09,Delivered
604,1014,FedEx,PA28170744,2025-11-11,2025-11-15,16.27,24.78,Delivered
605,1016,UPS,JF02344225,2025-04-01,2025-04-08,9.05,41.34,Delivered
606,1018,UPS,WF60252394,2025-08-15,2025-08-21,19.17,38.32,Delivered
607,1019,FedEx,YN20944772,2025-06-16,2025-06-17,19.09,22.54,Returned
608,1022,FedEx,IE03265513,2026-02-01,2026-02-04,0.94,9.6,Returned
609,1023,USPS,RW61794802,2025-05-26,2025-05-31,19.15,45.64,Delivered
610,1024,DHL,GG59851602,2025-06-23,2025-06-27,15.44,32.68,Returned
611,1025,DPD,IZ91589126,2025-09-08,2025-09-15,7.52,3.13,Delivered
612,1028,DPD,YG49864786,2025-03-22,2025-03-29,4.11,9.95,Returned
613,1029,DPD,HR62376008,2025-10-29,2025-11-01,7.87,27.85,Delivered
614,1032,DPD,FK47408378,2026-02-11,2026-02-16,4.01,39.18,Delivered
615,1033,DPD,FB19074992,2025-05-03,2025-05-07,10.99,28.32,Delivered
616,1034,UPS,MU40069836,2025-09-19,2025-09-20,6.72,22.14,Delivered
617,1035,USPS,BR23534848,2026-02-07,2026-02-11,18.59,45.96,Returned
618,1036,FedEx,AU70821398,2026-01-25,2026-01-30,18.47,42.24,Delivered
619,1037,UPS,MV46220212,2025-05-26,2025-05-30,6.08,33.65,Delivered
620,1039,FedEx,AD72055033,2025-05-10,2025-05-17,13.4,30.24,Returned
621,1040,DHL,DP00886346,2025-11-18,2025-11-21,10.66,4.91,Delivered
622,1042,USPS,XX91900889,2025-04-09,2025-04-11,0.14,5.24,Delivered
623,1043,UPS,LF91141600,2025-12-24,2025-12-31,10.75,45.28,Delivered
624,1050,DPD,VL69232737,2026-02-07,2026-02-08,17.38,37.44,Returned
625,1051,DPD,YU89790608,2025-05-30,2025-06-06,13.3,26.34,Delivered
626,1052,DPD,YP54818674,2025-03-07,2025-03-09,13.26,16.52,Delivered
627,1053,FedEx,PB00099843,2026-01-07,2026-01-14,18.52,21.28,Delivered
628,1054,DPD,UF11371181,2025-12-07,2025-12-09,13.16,3.67,Delivered
629,1055,UPS,ZT98545829,2025-09-06,2025-09-07,12.97,47.49,Delivered
630,1056,FedEx,UW20340153,2025-03-07,2025-03-08,18.63,37.36,Delivered
631,1057,UPS,KM34660756,2025-09-01,2025-09-07,13.47,22.53,Returned
632,1058,FedEx,JT94494667,2025-03-23,2025-03-25,7.29,38.96,Delivered
633,1062,DPD,TX01082402,2025-04-19,2025-04-22,13.86,33.03,Returned
634,1064,DHL,MX81822387,2025-12-30,2026-01-01,17.08,3.16,Returned
635,1066,UPS,GE40262085,2025-06-11,2025-06-12,19.31,8.33,Returned
636,1068,DHL,AT74527353,2025-05-06,2025-05-09,10.06,42.25,Delivered
637,1069,DPD,KN23570041,2025-04-13,2025-04-17,2.53,34.4,Delivered
638,1074,DHL,RA18285181,2025-07-18,2025-07-25,7.19,7.33,Delivered
639,1078,FedEx,HC12559046,2025-11-03,2025-11-07,10.95,14.76,Delivered
640,1079,DHL,AB07923046,2025-07-22,2025-07-27,19.84,10.63,Returned
641,1083,DPD,FB01283827,2026-02-17,2026-02-19,16.32,28.14,Delivered
642,1084,UPS,FI12329615,2026-02-11,2026-02-18,0.69,43.11,Delivered
643,1085,DPD,WU04850766,2025-07-10,2025-07-11,15.54,21.92,Returned
644,1090,DPD,CA34460422,2025-09-08,2025-09-10,12.79,39.35,Returned
645,1091,FedEx,PA34601915,2025-07-27,2025-08-02,16.71,46.89,Delivered
646,1093,USPS,WJ57347243,2025-09-01,2025-09-06,7.81,33.2,Returned
647,1095,DHL,WG61768225,2025-05-15,2025-05-16,9.11,3.17,Delivered
648,1096,UPS,AT27267086,2025-10-07,2025-10-08,13.01,22.53,Delivered
649,1097,USPS,CA65622419,2025-07-12,2025-07-15,1.8,42.62,Returned
650,1098,DPD,FQ87849477,2025-06-21,2025-06-26,15.35,30.87,Returned
651,1099,DPD,GZ29035006,2025-10-10,2025-10-14,19.92,37.12,Delivered
652,1100,DPD,PU84897422,2025-07-30,2025-07-31,16.24,39.95,Returned
653,1101,UPS,JH43404668,2025-07-17,2025-07-19,10.79,23.01,Delivered
654,1102,DHL,WQ21564952,2025-07-14,2025-07-21,1.19,17.11,Delivered
655,1103,UPS,GQ92064411,2025-06-24,2025-06-30,16.33,49.97,Delivered
656,1106,USPS,DP97388182,2025-08-08,2025-08-11,19.63,48.83,Delivered
657,1107,USPS,GG06343594,2025-10-21,2025-10-22,6.24,17.09,Delivered
658,1110,UPS,BZ21884968,2025-12-14,2025-12-15,6.62,36.45,Delivered
659,1112,DPD,FK64051102,2025-10-24,2025-10-29,12.03,7.71,Returned
660,1113,UPS,HT54341230,2025-06-18,2025-06-19,15.38,17.96,Returned
661,1115,DPD,FJ60498603,2025-03-05,2025-03-07,4.32,40.62,Delivered
662,1116,UPS,SM18600320,2025-05-23,2025-05-24,6.3,38.75,Delivered
663,1117,DHL,FF19789990,2025-08-11,2025-08-18,16.25,28.8,Returned
664,1121,DPD,GW40034713,2026-01-20,2026-01-27,6.01,28.96,Delivered
665,1122,USPS,OW71978601,2025-08-18,2025-08-19,15.07,4.91,Delivered
666,1123,UPS,LP62590841,2025-08-02,2025-08-03,5.45,5.45,Delivered
667,1124,DPD,NC47855011,2025-03-18,2025-03-19,0.18,44.9,Delivered
668,1126,UPS,KJ53582107,2026-01-22,2026-01-26,8.18,8.02,Returned
669,1127,DPD,WD87807279,2026-02-01,2026-02-06,17.91,14.64,Delivered
670,1128,FedEx,SG37161608,2025-06-18,2025-06-20,13.0,29.74,Delivered
671,1131,DHL,OY19722399,2025-07-19,2025-07-25,9.46,37.25,Delivered
672,1132,DPD,OC47718375,2025-10-26,2025-10-28,4.85,22.17,Delivered
673,1133,DPD,AR76810248,2025-08-09,2025-08-12,15.91,39.48,Delivered
674,1136,DPD,PQ85578002,2025-09-04,2025-09-08,4.83,23.2,Returned
675,1137,USPS,ZL43236221,2025-08-25,2025-08-31,3.93,27.81,Delivered
676,1138,USPS,ZQ06968574,2026-02-06,2026-02-08,19.48,22.34,Delivered
677,1140,UPS,SH70675169,2025-08-26,2025-08-29,5.06,43.24,Delivered
