order_id,cust_id,prod_id,order_date,quantity,discount_pct,status,channel,payment_method
435,167,37,2025-05-04,4,20,Shipped,Mobile,PayPal
436,276,42,2025-06-29,7,10,Shipped,Web,Crypto
437,934,9,2025-08-28,3,10,Shipped,Mobile,Bank Transfer
438,623,20,2025-11-17,5,5,Pending,In-Store,Crypto
439,259,14,2025-11-17,8,0,Returned,Partner,Credit Card
440,8,33,2025-08-13,6,10,Returned,In-Store,Bank Transfer
441,701,7,2025-07-20,8,0,Cancelled,In-Store,Bank Transfer
442,883,18,2025-11-29,5,15,Cancelled,Mobile,PayPal
443,530,49,2026-01-30,4,0,Returned,Partner,Bank Transfer
444,698,9,2025-08-21,1,15,Pending,In-Store,Bank Transfer
445,929,27,2025-10-03,7,5,Shipped,Mobile,Bank Transfer
446,744,46,2025-12-14,4,15,Returned,Partner,Bank Transfer
447,520,20,2025-10-29,3,20,Returned,Mobile,Bank Transfer
448,100,31,2026-02-05,3,15,Cancelled,Mobile,Bank Transfer
449,671,6,2025-03-27,4,0,Shipped,In-Store,Crypto
450,808,22,2025-04-07,6,0,Returned,In-Store,Crypto
451,872,8,2025-02-27,8,0,Returned,Web,Crypto
452,911,13,2025-03-10,9,0,Pending,In-Store,Crypto
453,56,10,2025-03-17,3,0,Cancelled,Partner,Crypto
454,147,21,2025-03-03,3,20,Shipped,Partner,Bank Transfer
455,647,12,2025-06-07,6,15,Shipped,Web,Crypto
456,281,14,2025-02-27,3,10,Shipped,Partner,Credit Card
457,133,40,2025-08-08,7,15,Pending,Partner,Crypto
458,989,31,2025-11-20,7,0,Shipped,Mobile,Bank Transfer
459,973,1,2026-02-13,6,20,Returned,Mobile,Credit Card
460,693,1,2025-04-03,4,0,Cancelled,In-Store,PayPal
461,106,25,2025-07-11,9,10,Cancelled,Mobile,Credit Card
462,844,3,2025-10-21,5,0,Pending,In-Store,Crypto
463,910,44,2026-02-17,3,0,Pending,In-Store,PayPal
464,169,26,2025-11-25,1,0,Shipped,Mobile,PayPal
465,752,2,2025-07-13,10,10,Shipped,Web,Bank Transfer
466,729,42,2025-06-09,1,5,Cancelled,Web,Credit Card
467,678,7,2025-10-24,1,0,Shipped,Partner,Crypto
468,390,8,2025-06-15,9,0,Pending,Mobile,PayPal
469,712,44,2025-03-11,1,0,Pending,Web,Bank Transfer
470,638,39,2025-04-11,3,5,Shipped,Web,Bank Transfer
471,117,7,2025-04-19,8,0,Returned,Mobile,Bank Transfer
472,852,34,2025-08-13,4,0,Pending,In-Store,PayPal
473,41,36,2026-02-03,8,0,Pending,In-Store,PayPal
474,3,1,2026-02-21,2,0,Returned,Partner,PayPal
475,973,6,2026-01-27,9,0,Shipped,In-Store,PayPal
476,468,19,2025-04-12,5,5,Shipped,Web,PayPal
477,896,3,2025-10-18,5,0,Cancelled,Partner,Credit Card
478,98,49,2026-02-10,1,0,Shipped,Mobile,Bank Transfer
479,367,29,2025-12-14,10,0,Shipped,In-Store,Bank Transfer
480,188,8,2026-01-15,7,5,Pending,In-Store,Crypto
481,707,31,2026-02-03,7,15,Shipped,Web,PayPal
482,713,47,2025-05-01,1,20,Shipped,Web,Crypto
483,934,38,2025-04-09,8,20,Returned,Partner,PayPal
484,626,25,2025-11-19,6,10,Shipped,Mobile,Crypto
485,943,32,2025-08-12,2,5,Pending,Web,Credit Card
486,268,42,2026-01-17,6,0,Returned,Mobile,Bank Transfer
487,532,34,2025-11-08,10,0,Pending,Mobile,Crypto
488,355,43,2025-06-06,7,0,Returned,Web,Credit Card
489,659,11,2025-03-07,9,20,Pending,Partner,PayPal
490,77,49,2025-09-21,8,0,Shipped,In-Store,Bank Transfer
491,52,33,2025-03-22,4,10,Pending,Partner,PayPal
492,81,30,2025-11-07,8,20,Returned,Partner,Credit Card
493,878,32,2025-05-16,8,0,Shipped,Partner,Credit Card
494,106,26,2025-07-22,7,0,Returned,Web,Credit Card
495,811,39,2025-07-15,10,15,Cancelled,Mobile,Crypto
496,974,22,2025-03-12,6,20,Shipped,Mobile,Crypto
497,340,36,2025-08-04,10,10,Pending,In-Store,Crypto
498,117,7,2025-08-16,4,0,Cancelled,In-Store,Bank Transfer
499,561,34,2025-05-02,6,15,Shipped,Web,PayPal
500,505,9,2025-03-03,7,0,Cancelled,Mobile,PayPal
501,124,26,2026-01-21,4,5,Shipped,In-Store,Credit Card
502,776,27,2025-10-25,1,15,Returned,Web,Crypto
503,469,43,2026-02-13,10,10,Shipped,Partner,Credit Card
504,544,48,2026-01-13,1,10,Pending,Partner,PayPal
505,709,38,2025-11-13,3,15,Shipped,Web,Crypto
506,674,39,2025-11-17,10,0,Returned,Partner,Crypto
507,624,45,2025-05-12,4,0,Pending,In-Store,Bank Transfer
508,464,9,2025-06-04,3,5,Returned,In-Store,Bank Transfer
509,729,48,2025-10-30,9,15,Shipped,Mobile,PayPal
510,640,46,2026-02-14,5,15,Cancelled,Mobile,PayPal
511,516,35,2025-05-06,6,15,Shipped,In-Store,Crypto
512,597,37,2025-11-06,7,15,Returned,In-Store,Crypto
513,828,1,2025-12-20,9,0,Shipped,Partner,PayPal
514,55,43,2026-02-26,1,0,Cancelled,Mobile,Bank Transfer
515,700,17,2025-03-15,3,20,Shipped,In-Store,PayPal
516,772,35,2025-09-21,1,0,Pending,Web,PayPal
517,761,42,2026-01-06,9,5,Shipped,In-Store,Credit Card
518,949,25,2025-09-19,7,5,Cancelled,Web,Credit Card
519,762,17,2025-11-11,4,10,Pending,Mobile,Bank Transfer
520,774,38,2025-12-13,9,15,Returned,Mobile,PayPal
521,302,29,2025-11-15,3,15,Shipped,Mobile,PayPal
522,753,33,2025-11-25,2,5,Shipped,Partner,Bank Transfer
523,570,17,2025-06-11,3,0,Returned,In-Store,Credit Card
524,339,30,2025-03-31,3,0,Shipped,In-Store,Credit Card
525,793,41,2025-07-11,10,20,Cancelled,Partner,Bank Transfer
526,75,46,2025-12-24,6,10,Shipped,Mobile,Credit Card
527,806,33,2025-09-14,3,5,Returned,Partner,Credit Card
528,358,15,2025-07-13,4,15,Cancelled,In-Store,Bank Transfer
529,301,14,2026-01-23,10,10,Pending,Web,Credit Card
530,685,23,2025-11-19,8,0,Returned,Mobile,Credit Card
531,699,21,2025-09-12,7,20,Shipped,Partner,Bank Transfer
532,554,47,2025-06-24,5,0,Returned,In-Store,Crypto
533,499,3,2025-10-18,5,15,Shipped,In-Store,Credit Card
534,971,7,2025-07-25,3,20,Returned,Web,Credit Card
535,216,43,2025-09-27,4,20,Pending,Web,PayPal
536,551,45,2025-07-13,7,15,Shipped,Mobile,Credit Card
537,471,46,2026-02-21,6,0,Shipped,Web,Credit Card
538,183,17,2025-12-04,9,0,Returned,Mobile,Bank Transfer
539,418,25,2025-04-22,8,15,Pending,Partner,Bank Transfer
540,18,25,2025-10-31,2,10,Shipped,Web,Credit Card
541,718,5,2026-01-18,6,10,Shipped,In-Store,Bank Transfer
542,622,6,2025-11-01,5,20,Pending,Partner,Crypto
543,842,43,2025-07-26,1,5,Shipped,Mobile,PayPal
544,765,26,2026-02-13,9,0,Shipped,In-Store,Bank Transfer
545,981,1,2025-03-30,9,20,Returned,Mobile,Credit Card
546,43,1,2025-05-30,10,10,Pending,Web,Bank Transfer
547,216,48,2025-04-18,6,0,Pending,Mobile,PayPal
548,189,15,2026-01-31,10,20,Cancelled,Mobile,Credit Card
549,186,43,2025-10-21,10,20,Shipped,Partner,Credit Card
550,298,43,2025-08-10,2,0,Shipped,Mobile,Crypto
551,975,22,2025-09-12,6,0,Shipped,Web,Bank Transfer
552,635,5,2025-11-03,4,0,Pending,Partner,Bank Transfer
553,632,43,2026-01-18,5,15,Returned,Mobile,Bank Transfer
554,828,21,2025-07-02,7,0,Shipped,In-Store,PayPal
555,805,15,2026-01-29,7,0,Cancelled,Mobile,Bank Transfer
556,899,31,2026-02-21,8,5,Cancelled,In-Store,Crypto
557,565,7,2025-04-21,3,15,Returned,Web,Bank Transfer
558,880,9,2025-07-02,9,0,Cancelled,Web,Credit Card
559,914,2,2025-10-16,9,15,Shipped,Partner,PayPal
560,929,3,2025-11-26,9,0,Returned,Partner,PayPal
561,375,26,2026-01-04,4,20,Returned,In-Store,PayPal
562,476,33,2025-09-24,9,0,Pending,In-Store,Credit Card
563,679,16,2026-02-19,10,15,Shipped,Mobile,Crypto
564,164,12,2025-12-13,10,10,Shipped,Partner,Bank Transfer
565,42,15,2025-12-25,8,0,Shipped,In-Store,Bank Transfer
566,240,3,2025-07-22,4,10,Cancelled,Partner,Crypto
567,940,30,2025-12-25,1,0,Cancelled,Web,Bank Transfer
568,855,48,2026-01-15,5,10,Returned,Mobile,Crypto
569,670,25,2026-02-24,6,10,Shipped,In-Store,Crypto
570,997,15,2025-09-14,9,5,Cancelled,In-Store,Crypto
571,812,31,2025-09-05,10,0,Returned,Mobile,Crypto
572,170,15,2025-09-25,2,10,Cancelled,Mobile,PayPal
573,192,11,2025-05-31,6,10,Shipped,Mobile,Crypto
574,831,22,2025-09-16,2,5,Pending,Partner,PayPal
575,605,11,2026-02-06,7,0,Shipped,Web,PayPal
576,588,38,2025-11-24,3,0,Returned,Web,PayPal
577,58,11,2025-11-04,5,0,Returned,Partner,Credit Card
578,900,47,2025-12-12,5,0,Shipped,Partner,Crypto
579,889,31,2025-08-25,3,0,Pending,Mobile,PayPal
580,639,43,2025-06-26,9,0,Shipped,In-Store,Crypto
581,611,38,2025-12-30,2,0,Pending,Partner,PayPal
582,112,2,2025-07-13,4,10,Returned,Partner,PayPal
583,621,7,2026-02-04,3,5,Returned,Web,Credit Card
584,96,31,2025-09-06,3,10,Returned,Web,Crypto
585,535,27,2025-12-23,6,20,Shipped,Partner,PayPal
586,961,31,2025-05-18,7,0,Returned,Web,Crypto
587,138,17,2025-07-05,8,20,Shipped,Web,Bank Transfer
588,613,35,2025-07-26,7,0,Shipped,Web,Credit Card
589,592,34,2025-11-29,2,10,Shipped,Partner,PayPal
590,705,21,2025-04-06,7,0,Shipped,Mobile,Crypto
591,668,38,2025-10-19,5,0,Returned,Partner,Bank Transfer
592,627,18,2025-08-12,7,20,Shipped,Partner,Crypto
593,184,24,2025-12-29,9,10,Pending,In-Store,Bank Transfer
594,592,23,2026-01-20,7,15,Shipped,Web,PayPal
595,458,45,2025-05-06,3,0,Shipped,Partner,Bank Transfer
596,821,36,2025-02-27,10,15,Shipped,Mobile,Crypto
597,988,41,2025-12-14,1,20,Shipped,Mobile,Crypto
598,949,39,2025-08-30,7,0,Shipped,In-Store,PayPal
599,380,6,2025-04-07,10,0,Pending,Partner,Bank Transfer
600,729,39,2025-04-20,1,20,Shipped,Partner,Crypto
601,11,13,2025-03-25,9,0,Shipped,Web,PayPal
602,630,11,2026-02-09,1,0,Shipped,Web,PayPal
603,89,18,2025-05-26,7,0,Pending,Partner,PayPal
604,531,1,2025-07-25,2,0,Returned,In-Store,Bank Transfer
605,356,18,2025-12-26,4,10,Shipped,Partner,Crypto
606,589,1,2025-09-13,5,0,Pending,Web,Credit Card
607,516,19,2025-04-03,6,0,Returned,In-Store,Bank Transfer
608,711,29,2025-12-22,7,10,Pending,Mobile,Bank Transfer
609,985,50,2025-03-07,8,15,Pending,Web,Crypto
610,120,17,2025-03-10,2,5,Shipped,Mobile,Bank Transfer
611,423,23,2025-04-12,9,10,Shipped,In-Store,PayPal
612,295,6,2025-05-05,7,15,Cancelled,Web,PayPal
613,488,21,2025-12-08,6,0,Returned,In-Store,PayPal
614,970,48,2025-03-25,4,5,Shipped,Mobile,PayPal
615,894,17,2025-05-30,4,0,Shipped,Mobile,Bank Transfer
616,160,50,2026-02-10,2,0,Shipped,Partner,Credit Card
617,783,35,2025-07-31,1,20,Pending,In-Store,Bank Transfer
618,505,37,2025-07-07,5,5,Shipped,In-Store,Crypto
619,228,49,2025-07-24,10,0,Shipped,Partner,Crypto
620,963,35,2025-11-09,1,10,Cancelled,Partner,PayPal
621,469,8,2025-06-16,9,5,Cancelled,Web,Credit Card
622,691,14,2025-07-18,7,10,Shipped,In-Store,Bank Transfer
623,628,17,2025-05-14,3,10,Cancelled,Mobile,Bank Transfer
624,483,40,2025-08-02,6,0,Shipped,Partner,Crypto
625,216,27,2025-09-30,6,0,Pending,In-Store,Crypto
626,185,37,2025-08-21,3,10,Shipped,Web,Bank Transfer
627,824,16,2025-10-10,9,5,Pending,Mobile,PayPal
628,820,48,2025-03-14,3,5,Shipped,Mobile,Crypto
629,512,9,2025-08-25,9,10,Cancelled,Partner,Bank Transfer
630,257,36,2025-03-10,10,0,Pending,Web,PayPal
631,62,14,2025-06-23,5,5,Shipped,Partner,Bank Transfer
632,267,24,2025-03-10,6,10,Returned,In-Store,Bank Transfer
633,21,27,2025-11-10,2,0,Returned,Mobile,PayPal
634,800,19,2026-01-08,6,0,Returned,Partner,Crypto
635,911,6,2025-07-17,7,10,Cancelled,Partner,PayPal
636,890,11,2025-09-12,6,5,Returned,Partner,Credit Card
637,82,11,2025-04-03,6,0,Cancelled,In-Store,Bank Transfer
638,728,18,2025-11-06,10,15,Pending,In-Store,Crypto
639,800,24,2025-10-12,10,10,Pending,Partner,PayPal
640,189,2,2025-07-05,3,15,Shipped,In-Store,Credit Card
641,216,11,2026-02-17,7,0,Shipped,Web,Crypto
642,562,4,2025-08-25,1,20,Pending,Web,Credit Card
643,269,40,2025-03-09,3,0,Pending,In-Store,PayPal
644,254,48,2025-03-13,5,5,Shipped,Mobile,PayPal
645,30,3,2025-08-24,6,20,Cancelled,Partner,Crypto
646,999,35,2026-01-24,5,10,Pending,Mobile,PayPal
647,606,39,2025-08-19,8,15,Returned,Partner,Bank Transfer
648,931,23,2025-09-14,8,10,Shipped,Web,Crypto
649,316,24,2025-03-29,7,0,Shipped,In-Store,Credit Card
650,1,34,2025-11-19,3,0,Cancelled,Partner,Credit Card
651,705,32,2025-11-15,8,0,Shipped,Partner,Bank Transfer
652,612,15,2026-01-30,1,10,Cancelled,Mobile,Crypto
653,904,36,2025-08-12,7,5,Shipped,Mobile,Crypto
654,849,25,2025-11-28,4,0,Shipped,Partner,PayPal
655,530,49,2025-05-26,10,20,Cancelled,In-Store,Bank Transfer
656,423,13,2026-02-22,2,0,Shipped,In-Store,Credit Card
657,653,30,2025-03-11,10,5,Cancelled,Partner,PayPal
658,329,2,2025-06-20,3,0,Returned,Web,PayPal
659,996,7,2025-12-08,5,0,Shipped,Partner,Credit Card
660,239,6,2026-01-05,3,0,Pending,Mobile,Bank Transfer
661,431,20,2025-05-17,8,0,Pending,Web,Bank Transfer
662,83,49,2025-07-27,3,0,Cancelled,Partner,Credit Card
663,557,31,2025-03-02,3,0,Cancelled,Partner,Credit Card
664,125,50,2025-04-14,4,5,Pending,Mobile,Credit Card
665,204,30,2026-01-08,2,10,Shipped,Partner,Crypto
666,698,20,2025-12-09,6,0,Shipped,Web,Bank Transfer
667,493,41,2026-02-04,5,0,Cancelled,Web,PayPal
668,997,8,2025-08-08,4,15,Pending,In-Store,Credit Card
669,172,18,2025-08-29,10,0,Pending,Mobile,Credit Card
670,993,3,2025-08-15,10,20,Pending,Mobile,Bank Transfer
671,790,6,2025-11-09,4,0,Pending,Web,Bank Transfer
672,954,49,2025-07-19,1,0,Cancelled,Mobile,Credit Card
673,129,32,2026-01-31,4,0,Returned,In-Store,Crypto
674,751,13,2025-10-24,1,15,Pending,In-Store,PayPal
675,257,3,2025-03-16,8,15,Pending,In-Store,Crypto
676,195,37,2025-09-29,3,10,Cancelled,In-Store,Crypto
677,282,39,2025-11-09,9,0,Shipped,Mobile,Crypto
678,303,17,2025-08-25,9,0,Pending,Web,Crypto
679,752,12,2026-01-23,1,10,Cancelled,Mobile,Bank Transfer
680,739,5,2025-06-14,9,20,Pending,Mobile,Crypto
681,785,36,2025-04-27,3,10,Cancelled,In-Store,Crypto
682,657,21,2025-06-13,2,0,Returned,Web,Credit Card
683,856,9,2025-06-28,3,20,Shipped,Mobile,Credit Card
684,498,13,2025-04-08,2,0,Returned,Partner,Crypto
685,539,40,2025-04-24,10,0,Shipped,In-Store,PayPal
686,621,46,2025-12-30,2,0,Shipped,Partner,Credit Card
687,480,41,2025-05-10,1,0,Returned,Partner,Bank Transfer
688,814,46,2025-08-23,1,20,Returned,In-Store,Credit Card
689,752,5,2025-03-01,5,0,Shipped,Web,Credit Card
690,743,15,2025-12-07,9,5,Shipped,Mobile,PayPal
691,584,41,2025-12-19,3,10,Returned,Partner,Credit Card
692,785,41,2026-01-24,10,0,Pending,Partner,Credit Card
693,171,12,2025-12-06,9,5,Returned,In-Store,PayPal
694,547,39,2025-03-15,8,0,Cancelled,In-Store,Bank Transfer
695,423,49,2025-05-04,7,20,Cancelled,Mobile,PayPal
696,385,50,2025-07-01,9,15,Cancelled,In-Store,Crypto
697,459,26,2025-11-03,1,15,Shipped,In-Store,Credit Card
698,531,9,2026-01-02,5,0,Cancelled,Mobile,PayPal
699,877,21,2025-05-21,1,20,Cancelled,Mobile,Credit Card
700,39,30,2025-08-08,6,0,Shipped,In-Store,Bank Transfer
701,911,38,2025-11-10,4,0,Cancelled,In-Store,Credit Card
702,585,26,2026-01-26,10,0,Shipped,In-Store,Crypto
703,178,32,2025-04-05,10,20,Shipped,In-Store,Credit Card
704,749,37,2025-04-18,7,0,Shipped,In-Store,Bank Transfer
705,901,28,2025-11-24,7,20,Shipped,Mobile,Credit Card
706,650,50,2026-02-08,7,0,Cancelled,Web,Bank Transfer
707,553,37,2025-09-20,3,0,Returned,Mobile,PayPal
708,52,44,2025-08-06,7,5,Returned,Web,PayPal
709,443,19,2025-07-11,7,0,Shipped,In-Store,Credit Card
710,488,37,2025-11-09,1,10,Pending,In-Store,Credit Card
711,409,33,2025-03-06,7,20,Shipped,Mobile,Crypto
712,573,13,2025-09-07,8,5,Returned,Mobile,PayPal
713,249,5,2025-11-07,5,20,Pending,In-Store,Credit Card
714,116,43,2025-10-17,7,5,Cancelled,In-Store,PayPal
715,329,23,2025-04-06,10,15,Shipped,In-Store,PayPal
716,359,40,2025-08-19,8,10,Shipped,Partner,Credit Card
717,947,15,2025-06-09,4,15,Cancelled,Mobile,Credit Card
718,116,48,2025-09-18,1,0,Returned,Mobile,Bank Transfer
719,15,22,2025-07-31,2,0,Pending,Partner,Credit Card
720,340,14,2025-03-22,9,0,Shipped,In-Store,Crypto
721,638,47,2025-06-03,3,15,Shipped,Partner,Credit Card
722,262,11,2026-02-09,1,0,Shipped,In-Store,Credit Card
723,477,42,2025-07-07,1,0,Pending,In-Store,Bank Transfer
724,886,7,2025-07-23,1,0,Pending,Mobile,Crypto
725,521,46,2026-01-29,2,0,Pending,Web,PayPal
726,204,33,2026-01-24,8,10,Shipped,Web,PayPal
727,945,34,2026-01-13,5,0,Pending,Partner,PayPal
728,19,23,2025-04-12,6,0,Cancelled,Mobile,Bank Transfer
729,832,4,2025-04-27,5,5,Shipped,In-Store,PayPal
730,156,22,2025-09-23,7,15,Shipped,Web,Crypto
731,534,44,2025-10-28,10,20,Shipped,Partner,PayPal
732,587,10,2025-08-09,7,0,Returned,In-Store,Crypto
733,556,9,2026-02-26,4,15,Shipped,Mobile,PayPal
734,317,45,2025-07-13,9,0,Pending,Mobile,PayPal
735,326,5,2025-06-03,9,10,Shipped,Mobile,Bank Transfer
736,860,10,2025-03-23,1,20,Cancelled,Partner,Crypto
737,311,29,2025-12-13,5,0,Shipped,Web,PayPal
738,190,2,2025-05-05,10,10,Cancelled,Mobile,PayPal
739,237,44,2025-07-28,1,0,Shipped,Partner,PayPal
740,515,39,2025-09-19,8,15,Cancelled,Mobile,Crypto
741,504,31,2025-05-23,3,0,Shipped,Mobile,Credit Card
742,419,49,2025-04-21,1,0,Pending,Mobile,PayPal
743,776,14,2025-04-16,2,0,Pending,Partner,Bank Transfer
744,888,30,2025-11-10,4,5,Pending,Web,Crypto
745,738,21,2025-03-03,7,10,Returned,Web,Credit Card
746,463,30,2025-03-20,1,0,Returned,Partner,Credit Card
747,572,25,2025-12-12,9,20,Shipped,Mobile,Bank Transfer
748,451,26,2025-04-09,5,20,Cancelled,Partner,PayPal
749,433,19,2025-10-28,10,0,Returned,Mobile,Crypto
750,850,42,2025-09-29,8,0,Returned,Web,PayPal
751,798,38,2025-03-02,9,0,Pending,Partner,Bank Transfer
752,462,2,2026-01-15,3,5,Returned,Mobile,Crypto
753,93,17,2025-04-18,6,15,Shipped,Web,Credit Card
754,117,46,2026-01-29,8,15,Cancelled,Web,Crypto
755,745,33,2026-01-07,10,0,Pending,Partner,Credit Card
756,787,11,2025-12-17,6,10,Shipped,Mobile,PayPal
757,184,50,2025-05-07,1,5,Cancelled,In-Store,Crypto
758,296,41,2025-08-19,3,0,Shipped,Mobile,Credit Card
759,638,49,2025-08-21,5,0,Pending,Partner,Crypto
760,557,1,2025-04-04,10,5,Shipped,Mobile,Crypto
761,465,27,2025-07-18,8,0,Returned,Web,PayPal
762,904,36,2025-10-16,5,10,Returned,Mobile,Credit Card
763,190,10,2025-09-13,1,15,Cancelled,Web,PayPal
764,875,3,2025-12-18,10,20,Returned,In-Store,Bank Transfer
765,943,6,2025-04-21,1,0,Pending,Mobile,PayPal
766,689,19,2025-04-14,10,15,Returned,Mobile,Crypto
767,768,38,2025-09-01,6,0,Shipped,In-Store,Bank Transfer
768,378,25,2026-01-08,2,20,Pending,Web,Bank Transfer
769,483,9,2025-03-23,2,15,Cancelled,In-Store,Crypto
770,538,14,2025-09-02,4,10,Shipped,Web,Credit Card
771,496,47,2026-02-23,10,20,Cancelled,Partner,Bank Transfer
772,266,34,2025-09-22,10,10,Cancelled,Mobile,Crypto
773,533,47,2025-05-28,8,5,Shipped,Mobile,Bank Transfer
774,199,1,2025-11-29,2,0,Pending,Web,PayPal
775,819,40,2025-12-31,7,5,Shipped,In-Store,Bank Transfer
776,574,41,2025-07-09,4,0,Shipped,In-Store,Bank Transfer
777,810,5,2025-05-20,5,0,Returned,In-Store,Credit Card
778,117,44,2025-06-03,6,0,Pending,Web,PayPal
779,199,22,2025-03-20,6,15,Pending,Partner,Credit Card
780,662,9,2025-08-04,8,0,Pending,In-Store,Crypto
781,803,27,2026-01-11,1,20,Returned,In-Store,Bank Transfer
782,569,35,2025-12-09,1,0,Returned,In-Store,Bank Transfer
783,68,10,2025-03-09,5,20,Shipped,In-Store,Crypto
784,642,35,2025-10-30,3,10,Returned,Partner,PayPal
785,610,8,2026-02-02,5,15,Cancelled,Web,Bank Transfer
786,424,6,2025-07-20,8,0,Cancelled,Partner,Bank Transfer
787,222,34,2025-10-06,5,0,Shipped,In-Store,Credit Card
788,797,13,2026-01-10,2,5,Returned,Web,Crypto
789,927,33,2025-11-27,3,0,Cancelled,Partner,Bank Transfer
790,795,21,2025-04-14,3,20,Shipped,Mobile,PayPal
791,742,3,2025-10-10,8,5,Returned,Web,Credit Card
792,319,3,2025-12-13,10,20,Shipped,In-Store,Crypto
793,911,3,2026-01-18,2,10,Cancelled,Web,Bank Transfer
794,655,14,2025-10-21,6,0,Shipped,In-Store,Bank Transfer
795,546,21,2025-11-30,8,15,Shipped,In-Store,PayPal
796,162,18,2025-04-25,2,0,Returned,Web,PayPal
797,556,23,2025-10-04,9,0,Cancelled,Mobile,Bank Transfer
798,588,16,2025-06-12,3,0,Cancelled,In-Store,Crypto
799,52,9,2025-12-06,1,5,Shipped,Web,Crypto
800,56,6,2025-08-04,7,5,Shipped,Partner,Bank Transfer
801,320,22,2025-03-10,4,15,Returned,Web,Crypto
802,582,9,2025-03-23,2,20,Pending,Web,Crypto
803,318,44,2025-03-30,8,5,Shipped,Mobile,PayPal
804,882,40,2026-01-19,5,0,Pending,Mobile,Bank Transfer
805,808,21,2025-04-21,8,5,Shipped,Web,Crypto
806,116,23,2025-10-19,8,5,Shipped,In-Store,Bank Transfer
807,619,37,2025-07-12,3,10,Shipped,Partner,Credit Card
808,334,36,2025-07-20,2,20,Cancelled,Partner,Crypto
809,605,27,2025-08-16,4,10,Shipped,Mobile,Crypto
810,394,5,2025-12-19,6,0,Returned,Partner,Crypto
811,581,22,2026-01-28,9,15,Shipped,Mobile,Credit Card
812,758,46,2025-06-18,10,20,Pending,Web,Crypto
813,334,36,2025-09-10,2,20,Pending,Mobile,Bank Transfer
814,979,26,2025-06-26,2,10,Shipped,Partner,Bank Transfer
815,507,42,2025-06-19,1,0,Shipped,Mobile,Credit Card
816,776,10,2026-02-09,3,5,Returned,In-Store,Crypto
817,631,37,2025-09-02,8,0,Shipped,In-Store,Bank Transfer
818,584,44,2025-07-18,5,5,Cancelled,Web,Credit Card
819,627,33,2026-01-11,7,20,Shipped,In-Store,Credit Card
820,379,36,2025-11-05,1,0,Returned,In-Store,Credit Card
821,882,19,2025-11-08,1,0,Pending,Partner,Bank Transfer
822,729,25,2026-01-30,7,5,Pending,Mobile,PayPal
823,487,9,2025-10-06,4,10,Pending,In-Store,Crypto
824,158,19,2025-10-26,3,0,Shipped,Web,Credit Card
825,148,47,2025-09-25,8,15,Pending,Mobile,Credit Card
826,141,42,2025-08-17,7,20,Pending,Partner,PayPal
827,466,33,2025-04-01,7,10,Pending,Partner,Bank Transfer
828,232,12,2025-08-25,7,10,Shipped,Partner,PayPal
829,730,33,2025-07-02,5,5,Returned,In-Store,Credit Card
830,39,37,2025-09-04,8,15,Cancelled,Web,Crypto
831,985,45,2025-10-16,2,0,Returned,In-Store,Crypto
832,530,6,2025-05-30,9,10,Shipped,Mobile,Crypto
833,646,48,2025-06-05,2,15,Returned,In-Store,Credit Card
834,926,22,2025-06-06,9,20,Shipped,Partner,Crypto
835,525,31,2025-06-12,10,15,Cancelled,Partner,Bank Transfer
836,984,19,2025-09-02,5,0,Shipped,In-Store,Bank Transfer
837,63,41,2025-06-21,8,10,Shipped,Web,Bank Transfer
838,829,48,2026-01-24,10,0,Cancelled,Partner,Credit Card
839,130,33,2026-01-25,2,20,Cancelled,In-Store,PayPal
840,631,18,2025-09-22,5,20,Cancelled,Web,Credit Card
841,619,12,2025-07-04,10,15,Shipped,Partner,Bank Transfer
842,828,12,2025-06-19,5,20,Shipped,Partner,PayPal
843,819,34,2025-12-26,1,0,Shipped,Mobile,PayPal
844,858,32,2025-09-04,7,20,Pending,Mobile,Crypto
845,744,41,2025-07-27,3,0,Returned,In-Store,Credit Card
846,658,17,2025-06-03,2,0,Shipped,Partner,Crypto
847,488,20,2025-08-01,8,15,Returned,Mobile,Crypto
848,700,46,2025-10-26,7,5,Cancelled,Mobile,Crypto
849,13,19,2025-12-05,8,5,Cancelled,Web,Credit Card
850,940,35,2026-01-18,6,20,Pending,In-Store,Bank Transfer
851,277,18,2025-04-18,2,0,Returned,Partner,Crypto
852,792,44,2025-12-05,4,15,Returned,Mobile,Bank Transfer
853,694,45,2025-06-14,3,0,Returned,Web,Credit Card
854,852,5,2025-11-05,1,5,Shipped,Web,Crypto
855,360,15,2025-07-09,5,0,Shipped,Web,Credit Card
856,635,6,2025-09-13,1,10,Shipped,Web,Credit Card
857,89,39,2025-06-24,3,5,Returned,Mobile,Credit Card
858,713,12,2025-12-16,5,0,Pending,Web,Crypto
859,945,18,2025-09-27,7,15,Cancelled,In-Store,PayPal
860,800,5,2025-05-01,5,20,Shipped,Partner,Crypto
861,341,4,2025-11-19,5,20,Cancelled,Mobile,Crypto
862,72,32,2026-01-13,4,10,Pending,Mobile,Crypto
863,112,10,2025-10-18,9,20,Pending,Mobile,Credit Card
864,935,29,2025-05-13,5,0,Shipped,Web,Credit Card
865,586,47,2025-12-13,5,20,Pending,Web,Crypto
866,153,42,2025-12-27,1,0,Pending,In-Store,PayPal
867,717,22,2025-05-05,7,10,Shipped,Partner,Crypto
868,447,26,2025-10-21,2,10,Shipped,Web,Crypto
869,978,45,2025-08-27,8,0,Returned,In-Store,Bank Transfer
